time,ax,ax1
19:42:00,1182,2364
19:42:30,1182.5,2365
19:43:00,1183,2366
19:43:30,1183.5,2367
19:44:00,1184,2368
19:44:30,1184.5,2369
19:45:00,1185,2370
19:45:30,1185.5,2371
19:46:00,1186,2372
19:46:30,1186.5,2373
19:47:00,1187,2374
19:47:30,1187.5,2375
19:48:00,1188,2376
19:48:30,1188.5,2377
19:49:00,1189,2378
19:49:30,1189.5,2379
19:50:00,1190,2380
19:50:30,1190.5,2381
19:51:00,1191,2382
19:51:30,1191.5,2383
19:52:00,1192,2384
19:52:30,1192.5,2385
19:53:00,1193,2386
19:53:30,1193.5,2387
19:54:00,1194,2388
19:54:30,1194.5,2389
19:55:00,1195,2390
19:55:30,1195.5,2391
19:56:00,1196,2392
19:56:30,1196.5,2393
19:57:00,1197,2394
19:57:30,1197.5,2395
19:58:00,1198,2396
19:58:30,1198.5,2397
19:59:00,1199,2398
19:59:30,1199.5,2399
20:00:00,1200,2400
20:00:30,1200.5,2401
20:01:00,1201,2402
20:01:30,1201.5,2403
20:02:00,1202,2404
20:02:30,1202.5,2405
20:03:00,1203,2406
20:03:30,1203.5,2407
20:04:00,1204,2408
20:04:30,1204.5,2409
20:05:00,1205,2410
20:05:30,1205.5,2411
20:06:00,1206,2412
20:06:30,1206.5,2413
20:07:00,1207,2414
20:07:30,1207.5,2415
20:08:00,1208,2416
20:08:30,1208.5,2417
20:09:00,1209,2418
20:09:30,1209.5,2419
20:10:00,1210,2420
20:10:30,1210.5,2421
20:11:00,1211,2422
20:11:30,1211.5,2423
20:12:00,1212,2424
20:12:30,1212.5,2425
20:13:00,1213,2426
20:13:30,1213.5,2427
20:14:00,1214,2428
20:14:30,1214.5,2429
20:15:00,1215,2430
20:15:30,1215.5,2431
20:16:00,1216,2432
20:16:30,1216.5,2433
20:17:00,1217,2434
20:17:30,1217.5,2435
20:18:00,1218,2436
20:18:30,1218.5,2437
20:19:00,1219,2438
20:19:30,1219.5,2439
20:20:00,1220,2440
20:20:30,1220.5,2441
20:21:00,1221,2442
20:21:30,1221.5,2443
20:22:00,1222,2444
20:22:30,1222.5,2445
20:23:00,1223,2446
20:23:30,1223.5,2447
20:24:00,1224,2448
20:24:30,1224.5,2449
20:25:00,1225,2450
20:25:30,1225.5,2451
20:26:00,1226,2452
20:26:30,1226.5,2453
20:27:00,1227,2454
20:27:30,1227.5,2455
20:28:00,1228,2456
20:28:30,1228.5,2457
20:29:00,1229,2458
20:29:30,1229.5,2459
20:30:00,1230,2460
20:30:30,1230.5,2461
20:31:00,1231,2462
20:31:30,1231.5,2463
20:32:00,1232,2464
20:32:30,1232.5,2465
20:33:00,1233,2466
20:33:30,1233.5,2467
20:34:00,1234,2468
20:34:30,1234.5,2469
20:35:00,1235,2470
20:35:30,1235.5,2471
20:36:00,1236,2472
20:36:30,1236.5,2473
20:37:00,1237,2474
20:37:30,1237.5,2475
20:38:00,1238,2476
20:38:30,1238.5,2477
20:39:00,1239,2478
20:39:30,1239.5,2479
20:40:00,1240,2480
20:40:30,1240.5,2481
20:41:00,1241,2482
20:41:30,1241.5,2483
20:42:00,1242,2484
20:42:30,1242.5,2485
20:43:00,1243,2486
20:43:30,1243.5,2487
20:44:00,1244,2488
20:44:30,1244.5,2489
20:45:00,1245,2490
20:45:30,1245.5,2491
20:46:00,1246,2492
20:46:30,1246.5,2493
20:47:00,1247,2494
20:47:30,1247.5,2495
20:48:00,1248,2496
20:48:30,1248.5,2497
20:49:00,1249,2498
20:49:30,1249.5,2499
20:50:00,1250,2500
20:50:30,1250.5,2501
20:51:00,1251,2502
20:51:30,1251.5,2503
20:52:00,1252,2504
20:52:30,1252.5,2505
20:53:00,1253,2506
20:53:30,1253.5,2507
20:54:00,1254,2508
20:54:30,1254.5,2509
20:55:00,1255,2510
20:55:30,1255.5,2511
20:56:00,1256,2512
20:56:30,1256.5,2513
20:57:00,1257,2514
20:57:30,1257.5,2515
20:58:00,1258,2516
20:58:30,1258.5,2517
20:59:00,1259,2518
20:59:30,1259.5,2519
21:00:00,1260,2520
21:00:30,1260.5,2521
21:01:00,1261,2522
21:01:30,1261.5,2523
21:02:00,1262,2524
21:02:30,1262.5,2525
21:03:00,1263,2526
21:03:30,1263.5,2527
21:04:00,1264,2528
21:04:30,1264.5,2529
21:05:00,1265,2530
21:05:30,1265.5,2531
21:06:00,1266,2532
21:06:30,1266.5,2533
21:07:00,1267,2534
21:07:30,1267.5,2535
21:08:00,1268,2536
21:08:30,1268.5,2537
21:09:00,1269,2538
21:09:30,1269.5,2539
21:10:00,1270,2540
21:10:30,1270.5,2541
21:11:00,1271,2542
21:11:30,1271.5,2543
21:12:00,1272,2544
21:12:30,1272.5,2545
21:13:00,1273,2546
21:13:30,1273.5,2547
21:14:00,1274,2548
21:14:30,1274.5,2549
21:15:00,1275,2550
21:15:30,1275.5,2551
21:16:00,1276,2552
21:16:30,1276.5,2553
21:17:00,1277,2554
21:17:30,1277.5,2555
21:18:00,1278,2556
21:18:30,1278.5,2557
21:19:00,1279,2558
21:19:30,1279.5,2559
21:20:00,1280,2560
21:20:30,1280.5,2561
21:21:00,1281,2562
21:21:30,1281.5,2563
21:22:00,1282,2564
21:22:30,1282.5,2565
21:23:00,1283,2566
21:23:30,1283.5,2567
21:24:00,1284,2568
21:24:30,1284.5,2569
21:25:00,1285,2570
21:25:30,1285.5,2571
21:26:00,1286,2572
21:26:30,1286.5,2573
21:27:00,1287,2574
21:27:30,1287.5,2575
21:28:00,1288,2576
21:28:30,1288.5,2577
21:29:00,1289,2578
21:29:30,1289.5,2579
21:30:00,1290,2580
21:30:30,1290.5,2581
21:31:00,1291,2582
21:31:30,1291.5,2583
21:32:00,1292,2584
21:32:30,1292.5,2585
21:33:00,1293,2586
21:33:30,1293.5,2587
21:34:00,1294,2588
21:34:30,1294.5,2589
21:35:00,1295,2590
21:35:30,1295.5,2591
21:36:00,1296,2592
21:36:30,1296.5,2593
21:37:00,1297,2594
21:37:30,1297.5,2595
21:38:00,1298,2596
21:38:30,1298.5,2597
21:39:00,1299,2598
21:39:30,1299.5,2599
21:40:00,1300,2600
21:40:30,1300.5,2601
21:41:00,1301,2602
21:41:30,1301.5,2603
21:42:00,1302,2604
21:42:30,1302.5,2605
21:43:00,1303,2606
21:43:30,1303.5,2607
21:44:00,1304,2608
21:44:30,1304.5,2609
21:45:00,1305,2610
21:45:30,1305.5,2611
21:46:00,1306,2612
21:46:30,1306.5,2613
21:47:00,1307,2614
21:47:30,1307.5,2615
21:48:00,1308,2616
21:48:30,1308.5,2617
21:49:00,1309,2618
21:49:30,1309.5,2619
21:50:00,1310,2620
21:50:30,1310.5,2621
21:51:00,1311,2622
21:51:30,1311.5,2623
21:52:00,1312,2624
21:52:30,1312.5,2625
21:53:00,1313,2626
21:53:30,1313.5,2627
21:54:00,1314,2628
21:54:30,1314.5,2629
21:55:00,1315,2630
21:55:30,1315.5,2631
21:56:00,1316,2632
21:56:30,1316.5,2633
21:57:00,1317,2634
21:57:30,1317.5,2635
21:58:00,1318,2636
21:58:30,1318.5,2637
21:59:00,1319,2638
21:59:30,1319.5,2639
22:00:00,1320,2640
22:00:30,1320.5,2641
22:01:00,1321,2642
22:01:30,1321.5,2643
22:02:00,1322,2644
22:02:30,1322.5,2645
22:03:00,1323,2646
22:03:30,1323.5,2647
22:04:00,1324,2648
22:04:30,1324.5,2649
22:05:00,1325,2650
22:05:30,1325.5,2651
22:06:00,1326,2652
22:06:30,1326.5,2653
22:07:00,1327,2654
22:07:30,1327.5,2655
22:08:00,1328,2656
22:08:30,1328.5,2657
22:09:00,1329,2658
22:09:30,1329.5,2659
22:10:00,1330,2660
22:10:30,1330.5,2661
22:11:00,1331,2662
22:11:30,1331.5,2663
22:12:00,1332,2664
22:12:30,1332.5,2665
22:13:00,1333,2666
22:13:30,1333.5,2667
22:14:00,1334,2668
22:14:30,1334.5,2669
22:15:00,1335,2670
22:15:30,1335.5,2671
22:16:00,1336,2672
22:16:30,1336.5,2673
22:17:00,1337,2674
22:17:30,1337.5,2675
22:18:00,1338,2676
22:18:30,1338.5,2677
22:19:00,1339,2678
22:19:30,1339.5,2679
22:20:00,1340,2680
22:20:30,1340.5,2681
22:21:00,1341,2682
22:21:30,1341.5,2683
22:22:00,1342,2684
22:22:30,1342.5,2685
22:23:00,1343,2686
22:23:30,1343.5,2687
22:24:00,1344,2688
22:24:30,1344.5,2689
22:25:00,1345,2690
22:25:30,1345.5,2691
22:26:00,1346,2692
22:26:30,1346.5,2693
22:27:00,1347,2694
22:27:30,1347.5,2695
22:28:00,1348,2696
22:28:30,1348.5,2697
22:29:00,1349,2698
22:29:30,1349.5,2699
22:30:00,1350,2700
22:30:30,1350.5,2701
22:31:00,1351,2702
22:31:30,1351.5,2703
22:32:00,1352,2704
22:32:30,1352.5,2705
22:33:00,1353,2706
22:33:30,1353.5,2707
22:34:00,1354,2708
22:34:30,1354.5,2709
22:35:00,1355,2710
22:35:30,1355.5,2711
22:36:00,1356,2712
22:36:30,1356.5,2713
22:37:00,1357,2714
22:37:30,1357.5,2715
22:38:00,1358,2716
22:38:30,1358.5,2717
22:39:00,1359,2718
22:39:30,1359.5,2719
22:40:00,1360,2720
22:40:30,1360.5,2721
22:41:00,1361,2722
22:41:30,1361.5,2723
22:42:00,1362,2724
22:42:30,1362.5,2725
22:43:00,1363,2726
22:43:30,1363.5,2727
22:44:00,1364,2728
22:44:30,1364.5,2729
22:45:00,1365,2730
22:45:30,1365.5,2731
22:46:00,1366,2732
22:46:30,1366.5,2733
22:47:00,1367,2734
22:47:30,1367.5,2735
22:48:00,1368,2736
22:48:30,1368.5,2737
22:49:00,1369,2738
22:49:30,1369.5,2739
22:50:00,1370,2740
22:50:30,1370.5,2741
22:51:00,1371,2742
22:51:30,1371.5,2743
22:52:00,1372,2744
22:52:30,1372.5,2745
22:53:00,1373,2746
22:53:30,1373.5,2747
22:54:00,1374,2748
22:54:30,1374.5,2749
22:55:00,1375,2750
22:55:30,1375.5,2751
22:56:00,1376,2752
22:56:30,1376.5,2753
22:57:00,1377,2754
22:57:30,1377.5,2755
22:58:00,1378,2756
22:58:30,1378.5,2757
22:59:00,1379,2758
22:59:30,1379.5,2759
23:00:00,1380,2760
23:00:30,1380.5,2761
23:01:00,1381,2762
23:01:30,1381.5,2763
23:02:00,1382,2764
23:02:30,1382.5,2765
23:03:00,1383,2766
23:03:30,1383.5,2767
23:04:00,1384,2768
23:04:30,1384.5,2769
23:05:00,1385,2770
23:05:30,1385.5,2771
23:06:00,1386,2772
23:06:30,1386.5,2773
23:07:00,1387,2774
23:07:30,1387.5,2775
23:08:00,1388,2776
23:08:30,1388.5,2777
23:09:00,1389,2778
23:09:30,1389.5,2779
23:10:00,1390,2780
23:10:30,1390.5,2781
23:11:00,1391,2782
23:11:30,1391.5,2783
23:12:00,1392,2784
23:12:30,1392.5,2785
23:13:00,1393,2786
23:13:30,1393.5,2787
23:14:00,1394,2788
23:14:30,1394.5,2789
23:15:00,1395,2790
23:15:30,1395.5,2791
23:16:00,1396,2792
23:16:30,1396.5,2793
23:17:00,1397,2794
23:17:30,1397.5,2795
23:18:00,1398,2796
23:18:30,1398.5,2797
23:19:00,1399,2798
23:19:30,1399.5,2799
23:20:00,1400,2800
23:20:30,1400.5,2801
23:21:00,1401,2802
23:21:30,1401.5,2803
23:22:00,1402,2804
23:22:30,1402.5,2805
23:23:00,1403,2806
23:23:30,1403.5,2807
23:24:00,1404,2808
23:24:30,1404.5,2809
23:25:00,1405,2810
23:25:30,1405.5,2811
23:26:00,1406,2812
23:26:30,1406.5,2813
23:27:00,1407,2814
23:27:30,1407.5,2815
23:28:00,1408,2816
23:28:30,1408.5,2817
23:29:00,1409,2818
23:29:30,1409.5,2819
23:30:00,1410,2820
23:30:30,1410.5,2821
23:31:00,1411,2822
23:31:30,1411.5,2823
23:32:00,1412,2824
23:32:30,1412.5,2825
23:33:00,1413,2826
23:33:30,1413.5,2827
23:34:00,1414,2828
23:34:30,1414.5,2829
23:35:00,1415,2830
23:35:30,1415.5,2831
23:36:00,1416,2832
23:36:30,1416.5,2833
23:37:00,1417,2834
23:37:30,1417.5,2835
23:38:00,1418,2836
23:38:30,1418.5,2837
23:39:00,1419,2838
23:39:30,1419.5,2839
23:40:00,1420,2840
23:40:30,1420.5,2841
23:41:00,1421,2842
23:41:30,1421.5,2843
23:42:00,1422,2844
23:42:30,1422.5,2845
23:43:00,1423,2846
23:43:30,1423.5,2847
23:44:00,1424,2848
23:44:30,1424.5,2849
23:45:00,1425,2850
23:45:30,1425.5,2851
23:46:00,1426,2852
23:46:30,1426.5,2853
23:47:00,1427,2854
23:47:30,1427.5,2855
23:48:00,1428,2856
23:48:30,1428.5,2857
23:49:00,1429,2858
23:49:30,1429.5,2859
23:50:00,1430,2860
23:50:30,1430.5,2861
23:51:00,1431,2862
23:51:30,1431.5,2863
23:52:00,1432,2864
23:52:30,1432.5,2865
23:53:00,1433,2866
23:53:30,1433.5,2867
23:54:00,1434,2868
23:54:30,1434.5,2869
23:55:00,1435,2870
23:55:30,1435.5,2871
23:56:00,1436,2872
23:56:30,1436.5,2873
23:57:00,1437,2874
23:57:30,1437.5,2875
23:58:00,1438,2876
23:58:30,1438.5,2877
23:59:00,1439,2878
23:59:30,1439.5,2879
24:00:00,1440,2880
